Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address,English_Address
339,500025181,2,8,"[(116.35320794328746, 39.9937231329895)]",,,"志新路西侧, 距离志新西路和志新路交叉口西角450m","on the west side of Zhixin Road, 450m from the west corner of the junction of Zhixin West Road and Zhixin Road"
340,500025182,2,7,"[(116.35149376450222, 39.99623339651135)]",,,"学院路东侧, 距离志新路和学院路交叉口东北角400m","on the east side of Xueyuan Road, 400m from the northeast corner of the junction of Zhixin Road and Xueyuan Road"
341,500025183,2,7,"[(116.3502819926216, 39.99624225954352)]",,,"学院路东侧, 距离志新路和学院路交叉口东北角450m","on the east side of Xueyuan Road, 450m from the northeast corner of the junction of Zhixin Road and Xueyuan Road"
342,500025184,2,7,"[(116.3493863920781, 39.99590888360744)]",,,"学院路南侧, 距离志新路和学院路交叉口东北角400m","on the south side of Xueyuan Road, 400m from the northeast corner of the junction of Zhixin Road and Xueyuan Road"
343,500025185,2,7,"[(116.35046466598584, 39.99576897358162)]",,,"学院路南侧, 距离志新路和学院路交叉口东北角400m","on the south side of Xueyuan Road, 400m from the northeast corner of the junction of Zhixin Road and Xueyuan Road"
344,500025186,2,8,"[(116.35597337100536, 40.000355065372204)]",清华大学南门,South Gate of Tsinghua University,"清华东路西侧, 距离志新西路和清华东路交叉口西角150m","on the west side of Tsinghua East Road, 150m from the west corner of the junction of Zhixin West Road and Tsinghua East Road"
345,500025187,2,8,"[(116.35694091005233, 40.000459561364515)]",,,"清华东路北侧, 距离志新西路和清华东路交叉口西角150m","on the north side of Tsinghua East Road, 150m from the west corner of the junction of Zhixin West Road and Tsinghua East Road"
346,500025188,2,8,"[(116.35745124938859, 40.00039691717725)]",中国人民大学继续教育学院,Continuing Education College of Renmin University of China,"清华东路西侧, 距离志新西路和清华东路交叉口西北角50m","on the west side of Tsinghua East Road, 50m from the northwest corner of the junction of Zhixin West Road and Tsinghua East Road"
347,500025189,2,8,"[(116.35812324341332, 40.00038140590273)]",清华大学东南门,Tsinghua University Southeast Gate,"清华东路北侧, 距离清华东路和清华东路交叉口东角200m","on the north side of Tsinghua East Road, 200m from the east corner of the junction of Tsinghua East Road and Tsinghua East Road"
348,500025190,2,8,"[(116.3576327152052, 40.000913869800705)]",,,"小月河西路西侧, 距离志新西路和小月河西路交叉口西北角50m","on the west side of Xiaoyue River West Road, 50m from the northwest corner of the junction of Zhixin West Road and Xiaoyue River West Road"
349,500025191,2,8,"[(116.35671343751666, 40.00120690672945)]",,,"小月河西路西侧, 距离石板房南路和小月河西路交叉口东南角700m","on the west side of Xiaoyue River West Road, 700m from the southeast corner of the junction of Shibanfang South Road and Xiaoyue River West Road"
350,500025192,2,7,"[(116.34328123324337, 40.00190919233008)]",静淑苑路北区,Jingshuyuan Road North District,"静淑苑路南侧, 距离清华东路和静淑苑路交叉口北角250m","on the south side of Jingshu Yuan Road, 250m from the north corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
351,500025193,2,7,"[(116.34345131362754, 40.00138656966289)]",学院路翰庭公寓区周边,Xueyuan Road Hanting Apartment Surrounding Area,"静淑苑路东侧, 距离清华东路和静淑苑路交叉口北角200m","on the east side of Jingshu Yuan Road, 200m from the north corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
352,500025194,2,7,"[(116.34441489932223, 40.0017668713034)]",,,"静淑苑路东侧, 距离清华东路和静淑苑路交叉口东北角200m","on the east side of Jingshu Yuan Road, 200m from the northeast corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
353,500025195,2,7,"[(116.34403997942931, 40.00218166851688)]",,,"静淑苑路东侧, 距离清华东路和静淑苑路交叉口北角250m","on the east side of Jingshu Yuan Road, 250m from the north corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
354,500025196,2,7,"[(116.3452213615895, 40.00260188901399)]",,,"学清路西侧, 距离石板房南路和学清路交叉口南角400m","on the west side of Xueqing Road, 400m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
355,500025197,2,7,"[(116.34518820121673, 40.00286511321469)]",,,"学清路西侧, 距离石板房南路和学清路交叉口南角350m","on the west side of Xueqing Road, 350m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
356,500025198,2,7,"[(116.34519468048191, 40.003199157307264)]",,,"学清路西侧, 距离石板房南路和学清路交叉口南角350m","on the west side of Xueqing Road, 350m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
357,500025199,2,7,"[(116.34509305081299, 40.00354559614064)]",静淑东里南区,Jingshu East South District,"学清路西侧, 距离石板房南路和学清路交叉口南角250m","on the west side of Xueqing Road, 250m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
358,500025200,2,7,"[(116.34580486494634, 40.00366539945816)]",五道口,Wudaokou,"学清路南侧, 距离石板房南路和学清路交叉口南角250m","on the south side of Xueqing Road, 250m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
359,500025204,2,8,"[(116.33507380591756, 39.993069044164145)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角150m","on the east side of Wangzhuang Road, 150m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
360,500025205,2,7,"[(116.33315183171379, 39.992956626373385)]",王庄路周边,Wangzhuang Road Surroundings,"王庄路西侧, 距离清华东路和王庄路交叉口南角700m","on the west side of Wangzhuang Road, 700m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
361,500025206,2,7,"[(116.33368215835434, 39.9933955283932)]",王庄路小区周边,Nearby Wangzhuang Road Neighborhood,"王庄路西侧, 距离清华东路和王庄路交叉口南角650m","on the west side of Wangzhuang Road, 650m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
362,500025207,2,7,"[(116.33289750292003, 39.993235424370056)]",,,"王庄路西侧, 距离清华东路和王庄路交叉口南角650m","on the west side of Wangzhuang Road, 650m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
363,500025208,2,7,"[(116.33267636244757, 39.99356536580846)]",,,"荷清路东侧, 距离东升南路和荷清路交叉口东北角200m","on the east side of Heqing Road, 200m from the northeast corner of the junction of Chengfu Road and Heqing Road"
364,500025209,2,7,"[(116.3332826037586, 39.99390425148488)]",,,"王庄路西侧, 距离清华东路和王庄路交叉口南角600m","on the west side of Wangzhuang Road, 600m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
365,500025210,2,7,"[(116.33330784758029, 39.994240894497466)]",城建四社区北区,Chengjian Four Community North District,"王庄路西侧, 距离清华东路和王庄路交叉口南角550m","on the west side of Wangzhuang Road, 550m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
366,500025211,2,7,"[(116.33360615430867, 39.994759493680036)]",,,"王庄路北侧, 距离清华东路和王庄路交叉口南角500m","on the north side of Wangzhuang Road, 500m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
367,500025212,2,7,"[(116.33293387501601, 39.99455231874819)]",城建四社区南区,Chengjian 4 Community South Area,"王庄路西侧, 距离清华东路和王庄路交叉口南角500m","on the west side of Wangzhuang Road, 500m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
368,500025213,2,8,"[(116.33505251442128, 39.9938984606427)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角250m","on the east side of Wangzhuang Road, 250m from the north corner of the junction of Chengfu Road and Wangzhuang Road"
369,500025214,2,8,"[(116.33639548312969, 39.99384623910579)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角200m","on the east side of Wangzhuang Road, 200m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
370,500025215,2,8,"[(116.336422990643, 39.9935044433122)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角200m","on the east side of Wangzhuang Road, 200m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
371,500025216,2,8,"[(116.30658056920775, 39.998061708752864)]",北河沿1号院北区,Beihaiyan No.1 Courtyard North District,"清华西路西侧, 距离颐和园路和清华西路交叉口东角800m","on the west side of Tsinghua West Road, 800m from the east corner of the junction of Yiheyuan Road and Tsinghua West Road"
372,500025217,2,8,"[(116.30695776296938, 39.99775246103764)]",,,"清华西路西侧, 距离颐和园路和清华西路交叉口东角800m","on the west side of Tsinghua West Road, 800m from the east corner of the junction of Yiheyuan Road and Tsinghua West Road"
373,500025218,2,8,"[(116.30784692645484, 39.9977412266883)]",北京大益文化街区南区,South District of Beijing Dayi Cultural Area,"中关村北大街西侧, 距离清华西路和中关村北大街交叉口西南角100m","on the west side of Zhongguancun North Street, 100m from the southwest corner of the junction of Tsinghua West Road and Zhongguancun North Street"
374,500025284,2,7,"[(116.3341585485856, 40.008664884403785)]",,,"双清路北侧, 距离月泉路和双清路交叉口西南角700m","on the north side of Shuangqing Road, 700m from the southwest corner of the junction of Yuequan Road and Shuangqing Road"
375,500025457,2,8,"[(116.29830276231665, 40.0192933034988)]",树村南区,Shucun South District,"北五环西侧, 距离未知路名和北五环交叉口西角1100m","on the west side of North Fifth Ring Road, 1100m from the west corner of the junction of unknown road and North Fifth Ring Road"
376,500025460,2,8,"[(116.29476959970464, 40.01850146700956)]",海淀区树村,"Shucun, Haidian District","未知路名东侧, 距离未知路名和未知路名交叉口东角400m","on the east side of unknown road, 400m from the east corner of the junction of unknown road and unknown road"
377,500025892,2,8,"[(116.31364074157187, 39.99389900141351)]",,,"清华南路南侧, 距离成府路和清华南路交叉口西北角350m","on the south side of Tsinghua South Road, 350m from the northwest corner of the junction of North Second Street of Zhongguancun and Tsinghua South Road"
378,500025902,2,7,"[(116.33298583110731, 40.00745791234522)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角850m","on the east side of Heqing Road, 850m from the north corner of the junction of Tsinghua East Road and Heqing Road"
379,500025982,2,7,"[(116.35856578749762, 40.00921878236219)]",,,"G6辅路北侧, 距离未知路名和G6辅路交叉口北角50m","on the north side of G6 Auxiliary Road, 50m from the north corner of the junction of unknown road and G6 Auxiliary Road"
380,500025985,2,8,"[(116.32934671644769, 39.99640159903155)]",,,"双清路西侧, 距离中关村东路和双清路交叉口东北角350m","on the west side of Shuangqing Road, 350m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
381,500026168,2,7,"[(116.33242086213016, 40.00408850285285)]",,,"荷清路南侧, 距离清华东路和荷清路交叉口北角550m","on the south side of Heqing Road, 550m from the north corner of the junction of Tsinghua East Road and Heqing Road"
382,500026169,2,7,"[(116.33283150077285, 40.00379106506575)]",,,"双清路西侧, 距离林业大学北路和双清路交叉口西南角300m","on the west side of Shuangqing Road, 300m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
383,500026170,2,8,"[(116.3337248318319, 40.004686298299454)]",,,"双清路北侧, 距离林业大学北路和双清路交叉口西南角250m","on the north side of Shuangqing Road, 250m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
384,500026171,2,8,"[(116.33406640022275, 40.00457219548208)]",,,"双清路北侧, 距离林业大学北路和双清路交叉口西南角250m","on the north side of Shuangqing Road, 250m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
385,500026172,2,7,"[(116.3318420066327, 40.006422153033505)]",三倾园北区,Sanzhenyuan North District,"荷清路南侧, 距离清华东路和荷清路交叉口北角850m","on the south side of Heqing Road, 850m from the north corner of the junction of Tsinghua East Road and Heqing Road"
386,500026173,2,8,"[(116.33310084707307, 40.006591917250056)]",,,"双清路北侧, 距离林业大学北路和双清路交叉口西角50m","on the north side of Shuangqing Road, 50m from the west corner of the junction of North Road of Forestry University and Shuangqing Road"
387,500026185,2,7,"[(116.34493812945932, 40.00425067659247)]",北京熙仁医院,Beijing Xiren Hospital,"学清路西侧, 距离石板房南路和学清路交叉口西南角200m","on the west side of Xueqing Road, 200m from the southwest corner of the junction of North Road of Forestry University and Xueqing Road"
388,500026186,2,7,"[(116.34560701241952, 40.00440636052598)]",海丰园公寓,Haifengyuan Apartment,"学清路西侧, 距离石板房南路和学清路交叉口南角200m","on the west side of Xueqing Road, 200m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
389,500026187,2,7,"[(116.34565538709006, 40.00506675973436)]",学院路海丰园公寓北区周边,College Road Haifengyuan Apartment North District Surroundings,"学清路南侧, 距离石板房南路和学清路交叉口南角50m","on the south side of Xueqing Road, 50m from the south corner of the junction of North Road of Forestry University and Xueqing Road"
390,500026188,2,7,"[(116.3455313815478, 40.0057660748078)]",,,"学清路南侧, 距离石板房南路和学清路交叉口西南角50m以内","on the south side of Xueqing Road, within 50m from the southwest corner of the junction of North Road of Forestry University and Xueqing Road"
391,500026189,2,7,"[(116.34563442959089, 40.00604339647779)]",,,"林业大学北路南侧, 距离学清路和林业大学北路交叉口西南角50m","on the south side of North Road of Forestry University, 50m from the southwest corner of the junction of Shibanfang South Road and North Road of Forestry University"
392,500026255,2,7,"[(116.32858884576326, 39.99279076351567)]",,,"成府路北侧, 距离成府路和成府路交叉口西北角50m","on the north side of Chengfu Road, 50m from the northwest corner of the junction of Chengfu Road and Chengfu Road"
393,500026256,2,7,"[(116.32881169815867, 39.99314170285929)]",中关村智造大街,Zhongguancun Intelligent Manufacturing Street,"成府路西侧, 距离成府路和成府路交叉口北角50m","on the west side of Chengfu Road, 50m from the north corner of the junction of Chengfu Road and Chengfu Road"
394,500026257,2,7,"[(116.32918393385609, 39.992852921586014)]",中关村智造大街,Zhongguancun Intelligent Manufacturing Street,"成府路北侧, 距离成府路和成府路交叉口北角50m以内","on the north side of Chengfu Road, within 50m from the north corner of the junction of Chengfu Road and Chengfu Road"
395,500026258,2,7,"[(116.32966487552358, 39.99303641184965)]",北京新东源写字间北区,Beijing Xindongyuan Office North Area,"荷清路西侧, 距离双清路和荷清路交叉口南角500m","on the west side of Heqing Road, 500m from the south corner of the junction of Shuangqing Road and Heqing Road"
396,500026259,2,7,"[(116.32952099785932, 39.993291543896966)]",,,"荷清路西侧, 距离双清路和荷清路交叉口南角450m","on the west side of Heqing Road, 450m from the south corner of the junction of Shuangqing Road and Heqing Road"
397,500026260,2,8,"[(116.33627561633116, 39.993185236737894)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角150m","on the east side of Wangzhuang Road, 150m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
398,500026261,2,8,"[(116.33682934752444, 39.993203180645644)]",,,"成府路西侧, 距离志新路和成府路交叉口西角800m","on the west side of Chengfu Road, 800m from the west corner of the junction of Zhixin Road and Chengfu Road"
399,500026262,2,8,"[(116.3364686471611, 39.992862265977436)]",,,"成府路东侧, 距离志新路和成府路交叉口西角900m","on the east side of Chengfu Road, 900m from the west corner of the junction of Zhixin Road and Chengfu Road"
400,500026263,2,8,"[(116.33632045621421, 39.99478777622888)]",北京语言大学家属区南区,Beijing Language University Family Housing South Area,"王庄路东侧, 距离成府路和王庄路交叉口东北角300m","on the east side of Wangzhuang Road, 300m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
401,500026264,2,8,"[(116.33621247613027, 39.99442002095574)]",,,"王庄路东侧, 距离成府路和王庄路交叉口东北角300m","on the east side of Wangzhuang Road, 300m from the northeast corner of the junction of Chengfu Road and Wangzhuang Road"
402,500026266,2,7,"[(116.33913719604166, 40.01228449382688)]",,,"双清路南侧, 距离月泉路和双清路交叉口南角100m","on the south side of Shuangqing Road, 100m from the south corner of the junction of Yuequan Road and Shuangqing Road"
403,500026269,2,7,"[(116.34807824693998, 40.01232830807784)]",学清苑小区北区,Xueqingyuan Community North District,"学清路东侧, 距离石板房南路和学清路交叉口北角650m","on the east side of Xueqing Road, 650m from the north corner of the junction of North Road of Forestry University and Xueqing Road"
404,500026270,2,7,"[(116.34682252197337, 40.01313772568045)]",学清嘉创大厦,Xueqing Jiachuang Building,"学清路北侧, 距离石板房南路和学清路交叉口北角650m","on the north side of Xueqing Road, 650m from the north corner of the junction of North Road of Forestry University and Xueqing Road"
405,500026271,2,7,"[(116.34910546043871, 40.01080463067711)]",学知园北区,Xuezhiyuan North District,"学清路东侧, 距离石板房南路和学清路交叉口东北角500m","on the east side of Xueqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Xueqing Road"
406,500026280,2,8,"[(116.30974508670622, 40.01391130055684)]",北京大学圆明园校区,Peking University Yuanmingyuan Campus,"中关村北大街西侧, 距离信息路和中关村北大街交叉口南角300m","on the west side of Zhongguancun North Street, 300m from the south corner of the junction of unknown road and Zhongguancun North Street"
407,500026281,2,8,"[(116.31029628161001, 40.01511489475754)]",中关村,Zhongguancun,"中关村北大街西侧, 距离信息路和中关村北大街交叉口南角150m","on the west side of Zhongguancun North Street, 150m from the south corner of the junction of unknown road and Zhongguancun North Street"
408,500026345,2,8,"[(116.30657412002036, 39.997159050991065)]",,,"清华西路西侧, 距离颐和园路和清华西路交叉口东角800m","on the west side of Tsinghua West Road, 800m from the east corner of the junction of Yiheyuan Road and Tsinghua West Road"
409,500026357,2,8,"[(116.33470245880906, 40.00580235388051)]",双清大厦北区,Shuangqing Building North District,"双清路北侧, 距离林业大学北路和双清路交叉口西南角100m","on the north side of Shuangqing Road, 100m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
410,500026377,2,8,"[(116.33312816341835, 39.999943395471675)]",凯时广场,Kaishi Square,"双清路东侧, 距离双清路和双清路交叉口南角400m","on the east side of Shuangqing Road, 400m from the south corner of the junction of Shuangqing Road and Shuangqing Road"
411,500026463,2,7,"[(116.34552981194815, 40.00934875727741)]",学清路周边,Xueqing Road Surroundings,"学清路西侧, 距离月泉路和学清路交叉口南角450m","on the west side of Xueqing Road, 450m from the south corner of the junction of Yuequan Road and Xueqing Road"
412,500026464,2,7,"[(116.34556700669293, 40.00955241612392)]",,,"学清路西侧, 距离月泉路和学清路交叉口南角450m","on the west side of Xueqing Road, 450m from the south corner of the junction of Yuequan Road and Xueqing Road"
413,500027267,2,7,"[(116.35955722520185, 40.009249928281854)]",学士居小区,Bachelors Residences Community,"科荟桥北侧, 距离未知路名和科荟桥交叉口西北角150m","on the north side of Ke Hui Bridge, 150m from the northwest corner of the junction of unknown road and Ke Hui Bridge"
414,500027718,2,8,"[(116.29709041975421, 39.996451504356834)]",北大附近,Near Peking University,"颐和园路西侧, 距离二龙闸路和颐和园路交叉口东角650m","on the west side of Yiheyuan Road, 650m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
415,500027771,2,8,"[(116.29538760728674, 40.00072577648146)]",,,"颐和园路北侧, 距离清华西路和颐和园路交叉口西北角250m","on the north side of Yiheyuan Road, 250m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
416,500027772,2,8,"[(116.29519969999998, 40.00031609999999)]",,,"颐和园路东侧, 距离清华西路和颐和园路交叉口西北角250m","on the east side of Yiheyuan Road, 250m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
417,500027773,2,8,"[(116.29579581301128, 40.00058208016644)]",,,"颐和园路西侧, 距离清华西路和颐和园路交叉口西北角150m","on the west side of Yiheyuan Road, 150m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
418,500028131,2,6,"[(116.34422511165862, 40.01447417144159)]",,,"月泉路北侧, 距离学清路和月泉路交叉口西角200m","on the north side of Yuequan Road, 200m from the west corner of the junction of Xueqing Road and Yuequan Road"
419,500028132,2,6,"[(116.34160434802828, 40.0170256597031)]",,,"双清路南侧, 距离双清路和双清路交叉口南角250m","on the south side of Shuangqing Road, 250m from the south corner of the junction of Shuangqing Road and Shuangqing Road"
420,500028133,2,6,"[(116.34280284791757, 40.017045213101916)]",,,"双清路南侧, 距离月泉路和双清路交叉口东北角450m","on the south side of Shuangqing Road, 450m from the northeast corner of the junction of Yuequan Road and Shuangqing Road"
421,500028134,2,6,"[(116.34194058896799, 40.01590247494453)]",紫清家园北区,Ziqing Garden North District,"双清路东侧, 距离月泉路和双清路交叉口东北角200m","on the east side of Shuangqing Road, 200m from the northeast corner of the junction of Yuequan Road and Shuangqing Road"
422,500028135,2,6,"[(116.34361533362357, 40.01706041852583)]",,,"学清路南侧, 距离G6辅路和学清路交叉口西南角300m","on the south side of Xueqing Road, 300m from the southwest corner of the junction of G6 Auxiliary Road and Xueqing Road"
423,500028136,2,6,"[(116.34465013375848, 40.016008432907135)]",北京东升砂布实业公司,Beijing Dongsheng Sha Bu Industrial Company,"学清路南侧, 距离G6辅路和学清路交叉口南角300m","on the south side of Xueqing Road, 300m from the south corner of the junction of G6 Auxiliary Road and Xueqing Road"
424,500028137,2,6,"[(116.3449136720181, 40.018508591513125)]",北京汇智大厦,Beijing Huizhi Building,"学清路西侧, 距离月泉路和学清路交叉口北角450m","on the west side of Xueqing Road, 450m from the north corner of the junction of Yuequan Road and Xueqing Road"
425,500028144,2,7,"[(116.34747041754349, 40.009900473856334)]",学清路18号院周边,Xueqing Road No. 18 Courtyard Surroundings,"学清路东侧, 距离石板房南路和学清路交叉口北角400m","on the east side of Xueqing Road, 400m from the north corner of the junction of North Road of Forestry University and Xueqing Road"
426,500028145,2,7,"[(116.34447430937267, 40.00661199436583)]",北京大华花园别墅南区,Beijing Dahua Garden Villa South Area,"林业大学北路东侧, 距离学清路和林业大学北路交叉口西角250m","on the east side of North Road of Forestry University, 250m from the west corner of the junction of Shibanfang South Road and North Road of Forestry University"
427,500028146,2,7,"[(116.344210250119, 40.00728165688535)]",中关村768创意产业园西区,Zhongguancun 768 Creative Industry Park West District,"林业大学北路西侧, 距离学清路和林业大学北路交叉口西北角50m","on the west side of North Road of Forestry University, 50m from the northwest corner of the junction of Shibanfang South Road and North Road of Forestry University"
428,500028147,2,7,"[(116.34460934265279, 40.009859370253416)]",,,"学清路西侧, 距离月泉路和学清路交叉口南角400m","on the west side of Xueqing Road, 400m from the south corner of the junction of Yuequan Road and Xueqing Road"
429,500028191,2,7,"[(116.35267816363685, 39.99629664350994)]",,,"清华东路西侧, 距离学清路和清华东路交叉口东南角500m","on the west side of Tsinghua East Road, 500m from the southeast corner of the junction of Xueyuan Road and Tsinghua East Road"
430,500028238,2,8,"[(116.32046047510771, 40.00247415611353)]",清华大学西南门,Tsinghua University Southwest Gate,"荷清路南侧, 距离中关村北大街和荷清路交叉口东南角200m","on the south side of Heqing Road, 200m from the southeast corner of the junction of Zhongguancun North Street and Heqing Road"
431,500030026,2,8,"[(116.35241159999998, 39.9936553)]",,,"志新路西侧, 距离志新西路和志新路交叉口西角500m","on the west side of Zhixin Road, 500m from the west corner of the junction of Zhixin West Road and Zhixin Road"
432,500030080,2,8,"[(116.30991965000003, 39.993809699999986)]",,,"中关村北大街东侧, 距离成府路和中关村北大街交叉口北角300m","on the east side of Zhongguancun North Street, 300m from the north corner of the junction of Chengfu Road and Zhongguancun North Street"
433,500030082,2,8,"[(116.29860028909309, 39.99328192810068)]",,,"颐和园路北侧, 距离清华西路和颐和园路交叉口南角300m","on the north side of Yiheyuan Road, 300m from the south corner of the junction of Tsinghua West Road and Yiheyuan Road"
434,500030083,2,8,"[(116.29804945, 39.996430049999994)]",,,,
435,500030084,2,8,"[(116.2978426, 39.99649434999999)]",,,"颐和园路东侧, 距离清华西路和颐和园路交叉口西北角50m以内","on the east side of Yiheyuan Road, within 50m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
436,500030085,2,8,"[(116.29586855587847, 40.00044872030716)]",,,"颐和园路西侧, 距离清华西路和颐和园路交叉口西北角150m","on the west side of Yiheyuan Road, 150m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
437,500030093,2,8,"[(116.29575950000003, 39.99934555)]",福缘门社区,Fuyuanmen Community,"颐和园路北侧, 距离清华西路和颐和园路交叉口西北角150m","on the north side of Yiheyuan Road, 150m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
438,500030094,2,8,"[(116.29550192305058, 39.99980835975163)]",,,"颐和园路北侧, 距离清华西路和颐和园路交叉口西北角200m","on the north side of Yiheyuan Road, 200m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
439,500030095,2,8,"[(116.29550845269951, 39.99989856256218)]",,,"颐和园路西侧, 距离清华西路和颐和园路交叉口西北角200m","on the west side of Yiheyuan Road, 200m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
440,500030096,2,8,"[(116.29530945915477, 40.000130720033795)]",,,"颐和园路东侧, 距离清华西路和颐和园路交叉口西北角250m","on the east side of Yiheyuan Road, 250m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
441,500030097,2,8,"[(116.2955763768343, 40.000507046402724)]",,,"颐和园路东侧, 距离清华西路和颐和园路交叉口西北角200m","on the east side of Yiheyuan Road, 200m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
442,500030098,2,8,"[(116.29558832053617, 40.00060207640339)]",,,"颐和园路西侧, 距离清华西路和颐和园路交叉口西北角150m","on the west side of Yiheyuan Road, 150m from the northwest corner of the junction of Tsinghua West Road and Yiheyuan Road"
443,500032194,2,7,"[(116.35740271905652, 39.997463137240466)]",,,"志新西路南侧, 距离清华东路和志新西路交叉口南角250m","on the south side of Zhixin West Road, 250m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
444,500032198,2,8,"[(116.35911272808319, 40.00752646746079)]",,,"科荟路南侧, 距离G6辅路和科荟路交叉口东南角50m以内","on the south side of Ke Hui Road, within 50m from the southeast corner of the junction of G6 Auxiliary Road and Ke Hui Road"
445,500032207,2,8,"[(116.34619597547335, 39.997462190477734)]",,,"学院路南侧, 距离志新路和学院路交叉口北角600m","on the south side of Xueyuan Road, 600m from the north corner of the junction of Zhixin Road and Xueyuan Road"
446,500032208,2,8,"[(116.34616806568377, 39.99771801748423)]",,,"学院路南侧, 距离志新路和学院路交叉口北角600m","on the south side of Xueyuan Road, 600m from the north corner of the junction of Zhixin Road and Xueyuan Road"
447,500032209,2,8,"[(116.34569904483924, 39.99848722604091)]",,,"学院路西侧, 距离学清路和学院路交叉口西南角100m","on the west side of Xueyuan Road, 100m from the southwest corner of the junction of Tsinghua East Road and Xueyuan Road"
448,500032214,2,7,"[(116.35795582536971, 39.992880089472024)]",,,"志新路北侧, 距离志新西路和志新路交叉口西北角50m","on the north side of Zhixin Road, 50m from the northwest corner of the junction of Zhixin West Road and Zhixin Road"
449,500032217,2,7,"[(116.35942504241882, 39.994133232479285)]",,,"志新西路东侧, 距离志新路和志新西路交叉口北角200m","on the east side of Zhixin West Road, 200m from the north corner of the junction of Zhixin Road and Zhixin West Road"
450,500032220,2,7,"[(116.35804895, 39.99510744999999)]",,,"志新西路西侧, 距离清华东路和志新西路交叉口南角500m","on the west side of Zhixin West Road, 500m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
451,500032222,2,8,"[(116.35181089999999, 39.99389135)]",,,"志新路西侧, 距离志新西路和志新路交叉口西角550m","on the west side of Zhixin Road, 550m from the west corner of the junction of Zhixin West Road and Zhixin Road"
452,500032223,2,7,"[(116.35434359999996, 39.999451349999994)]",,,"清华东路西侧, 距离学清路和清华东路交叉口东角650m","on the west side of Tsinghua East Road, 650m from the east corner of the junction of Xueyuan Road and Tsinghua East Road"
453,500032224,2,7,"[(116.35909102369354, 39.99640140388477)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角350m","on the east side of Zhixin West Road, 350m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
454,500032225,2,7,"[(116.35907075537446, 39.996751858710844)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角350m","on the east side of Zhixin West Road, 350m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
455,500032226,2,7,"[(116.35906504495208, 39.9970900135484)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角300m","on the east side of Zhixin West Road, 300m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
