Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address
6404,500064926,2,-1,"[(116.30084413484772, 39.982090911940894)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角100m"
6405,500064927,2,-1,"[(116.35241991112254, 39.98556037078431)]",,,"北四环中路东侧, 距离未知路名和北四环中路交叉口东角50m以内"
6406,500064932,2,-1,"[(116.36704572679884, 39.98743030305747)]",,,"北四环中路东侧, 距离未知路名和北四环中路交叉口西角250m"
6407,500064951,2,-1,"[(116.35181078473435, 39.96380400549628)]",,,"师大北路东侧, 距离西土城路和师大北路交叉口东角300m"
6408,500064955,2,-1,"[(116.3658188396021, 39.97641218699154)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角750m"
6409,500064969,2,-1,"[(116.28524281253667, 39.97357009371061)]",,,"巴沟路东侧, 距离万柳中路和巴沟路交叉口西角400m"
6410,500064990,2,-1,"[(116.26584058111355, 40.01985019116934)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西角850m"
6411,500065018,2,-1,"[(116.3475836492795, 40.02985617602613)]",,,"龙岗路东侧, 距离永泰中路和龙岗路交叉口西角350m"
6412,500065033,2,-1,"[(116.3053796595565, 39.9757829994557)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角100m"
6413,500065054,2,-1,"[(116.30840414214691, 40.01915250127723)]",,,"信息路东侧, 距离未知路名和信息路交叉口西北角300m"
6414,500065061,2,-1,"[(116.34043571891442, 39.97364102251954)]",,,"未知路名东侧, 距离罗庄中路和未知路名交叉口西北角300m"
6415,500065062,2,-1,"[(116.31565211837129, 39.971867916275556)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口西角300m"
6416,500065064,2,-1,"[(116.34225181637774, 39.96480397560084)]",,,"未知路名东侧, 距离北三环西路和未知路名交叉口东南角200m"
6417,500065074,2,-1,"[(116.2648239912984, 40.0260442148834)]",,,"圆明园西路东侧, 距离永丰路和圆明园西路交叉口南角350m"
6418,500065085,2,-1,"[(116.27378250046029, 40.022462434771924)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口东南角150m"
6419,500065090,2,-1,"[(116.27281281576686, 40.02120821295931)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西北角250m"
6420,500065105,2,-1,"[(116.31524306359961, 39.971738701640334)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口西角350m"
6421,500065110,2,-1,"[(116.26611277817538, 40.027646848560835)]",,,"圆明园西路东侧, 距离永丰路和圆明园西路交叉口南角300m"
6422,500065132,2,-1,"[(116.30398919534255, 39.960910067070785)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东角50m"
6423,500065141,2,-1,"[(116.31562183365115, 39.97466786141607)]",,,"知春路东侧, 距离科学院南路和知春路交叉口西角300m"
6424,500065159,2,-1,"[(116.33120259746268, 40.02907530632866)]",,,"毛纺路东侧, 距离朱房路和毛纺路交叉口北角250m"
6425,500065166,2,-1,"[(116.3676533172232, 39.99984908613873)]",,,"大屯路东侧, 距离大屯路和大屯路交叉口东角250m"
6426,500065181,2,-1,"[(116.3281035117146, 39.972024015288405)]",,,"中关村东路东侧, 距离北三环西路和中关村东路交叉口北角600m"
6427,500065188,2,-1,"[(116.37034460822439, 39.962727693964304)]",,,"德胜门外大街东侧, 距离德胜门外大街和德胜门外大街交叉口西南角200m"
6428,500065193,2,-1,"[(116.32291790680077, 39.97953387945235)]",,,"中关村南路东侧, 距离中关村南三街和中关村南路交叉口东角100m"
6429,500065215,2,-1,"[(116.3316552630101, 39.973157225067624)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角200m"
6430,500065236,2,-1,"[(116.27753994046947, 40.00604887129312)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西南角250m"
6431,500065247,2,-1,"[(116.34938017089443, 40.02916325100504)]",,,"龙岗路东侧, 距离永泰庄西路和龙岗路交叉口东角250m"
6432,500065264,2,-1,"[(116.27619089159282, 40.0122201943282)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口西南角200m"
6433,500065301,2,-1,"[(116.35605492537432, 39.97255537323774)]",,,"花园路东侧, 距离北土城西路和花园路交叉口西南角250m"
6434,500065306,2,-1,"[(116.36185607177934, 39.96605755473678)]",,,"未知路名东侧, 距离北三环和未知路名交叉口东南角50m"
6435,500065357,2,-1,"[(116.35962315726708, 39.9756976506692)]",,,"花园路东侧, 距离花园北路和花园路交叉口南角500m"
6436,500065392,2,-1,"[(116.30086381065216, 39.97590501691106)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
6437,500065401,2,-1,"[(116.31251213476637, 40.02788143018698)]",,,"上地南路东侧, 距离上地东路和上地南路交叉口东南角50m"
6438,500065406,2,-1,"[(116.3596783187333, 39.97586008432268)]",,,"花园路东侧, 距离花园北路和花园路交叉口南角500m"
6439,500065427,2,-1,"[(116.28519729190079, 39.997414029373694)]",,,"颐和园路东侧, 距离同庆街和颐和园路交叉口东角100m"
6440,500065430,2,-1,"[(116.29215553013984, 40.022297144381824)]",,,"农大南路东侧, 距离厢黄旗东路和农大南路交叉口东南角50m"
6441,500065434,2,-1,"[(116.31556290806263, 39.96721827253709)]",,,"中关村大街东侧, 距离北三环西路和中关村大街交叉口北角100m"
6442,500065455,2,-1,"[(116.33264901282217, 40.0046640346268)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角600m"
6443,500065470,2,-1,"[(116.33395319019178, 39.99616333342429)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m"
6444,500065474,2,-1,"[(116.39517583620446, 39.98745272763807)]",,,"北辰东路东侧, 距离北四环中路和北辰东路交叉口北角50m以内"
6445,500065538,2,-1,"[(116.30054436286659, 39.98191264150637)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角50m"
6446,500065557,2,-1,"[(116.30717045196366, 39.97625366739496)]",,,"丹棱街东侧, 距离海淀中街和丹棱街交叉口东南角150m"
6447,500065558,2,-1,"[(116.29867319684617, 39.97187282762315)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角300m"
6448,500065563,2,-1,"[(116.29867253489117, 39.97193072743609)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角300m"
6449,500065577,2,-1,"[(116.31926358733632, 39.974080909060376)]",,,"科学院南路东侧, 距离知春路和科学院南路交叉口南角50m"
6450,500065580,2,-1,"[(116.30957540687304, 40.02774823880269)]",,,"上地南路东侧, 距离未知路名和上地南路交叉口东角100m"
6451,500065583,2,-1,"[(116.26330803741212, 40.023162018993844)]",,,"黑山扈路东侧, 距离黑山扈路和黑山扈路交叉口东北角200m"
6452,500065640,2,-1,"[(116.2952992052867, 39.97292861603495)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角300m"
6453,500065661,2,-1,"[(116.39903775201167, 39.96604673053707)]",,,"未知路名东侧, 距离北三环中路和未知路名交叉口东南角100m"
6454,500065692,2,-1,"[(116.35991748726748, 39.97929961734718)]",,,"花园路东侧, 距离北土城西路和花园路交叉口北角400m"
6455,500065694,2,-1,"[(116.29947895110952, 39.97167103633417)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口南角250m"
6456,500065696,2,-1,"[(116.27533313808469, 40.00272160502303)]",,,"颐和园路东侧, 距离宫门前街和颐和园路交叉口北角100m"
6457,500065700,2,-1,"[(116.26397124655495, 40.02580139380997)]",,,"圆明园西路东侧, 距离永丰路和圆明园西路交叉口南角350m"
6458,500065707,2,-1,"[(116.30093290819292, 39.98195464998379)]",,,"海淀大街东侧, 距离彩和坊路和海淀大街交叉口西北角100m"
6459,500065717,2,-1,"[(116.34188523210663, 40.02724740703443)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口西南角50m以内"
6460,500065729,2,-1,"[(116.35205526810375, 40.02719906938056)]",,,"清河路东侧, 距离永泰庄西路和清河路交叉口东角400m"
6461,500065755,2,-1,"[(116.30041647553011, 39.966492629130265)]",,,"万泉河路东侧, 距离万泉庄路和万泉河路交叉口南角50m"
6462,500065762,2,-1,"[(116.33851527230095, 40.02992118830746)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角200m"
6463,500065763,2,-1,"[(116.33271454628716, 40.029622839852586)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角700m"
6464,500065784,2,-1,"[(116.30445088210486, 39.97553292121799)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
6465,500065786,2,-1,"[(116.28643018908087, 40.02234632924477)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东角850m"
6466,500065803,2,-1,"[(116.3076884995212, 39.98281244650457)]",,,"善缘街东侧, 距离北四环西路辅路和善缘街交叉口南角100m"
6467,500065819,2,-1,"[(116.33197521571391, 39.971885549833615)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角600m"
6468,500065845,2,-1,"[(116.30166068969986, 39.98082249045653)]",,,"海淀大街东侧, 距离苏州街和海淀大街交叉口东角150m"
6469,500065853,2,-1,"[(116.30063546935442, 39.96642579639986)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口东南角550m"
6470,500065881,2,-1,"[(116.30248708413173, 39.97189736328444)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
6471,500065901,2,-1,"[(116.36326871890368, 39.97168330616473)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口南角300m"
6472,500065907,2,-1,"[(116.38130087948045, 39.986467550493764)]",,,"北辰西路东侧, 距离北辰西路和北辰西路交叉口南角50m"
6473,500065915,2,-1,"[(116.37044227273272, 39.99977604624439)]",,,"大屯路东侧, 距离林萃路和大屯路交叉口东南角50m以内"
6474,500065917,2,-1,"[(116.32214568113667, 39.98418495479839)]",,,"北四环西路东侧, 距离中关村南三街和北四环西路交叉口东角50m"
6475,500065948,2,-1,"[(116.29441691408665, 40.02510098507044)]",,,"树村路东侧, 距离未知路名和树村路交叉口南角250m"
6476,500065976,2,-1,"[(116.30667160617735, 39.97566460681379)]",,,"海淀南路东侧, 距离中关村大街和海淀南路交叉口西角400m"
6477,500065993,2,-1,"[(116.36424169246341, 39.97192428062515)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口北角550m"
6478,500066019,2,-1,"[(116.27416235609189, 40.02010213015308)]",,,"天秀路东侧, 距离农大南路和天秀路交叉口西角150m"
6479,500066035,2,-1,"[(116.36035782290799, 39.971049351266906)]",,,"花园路东侧, 距离花园路和花园路交叉口北角250m"
6480,500066036,2,-1,"[(116.337204344238, 39.96123737084765)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角550m"
6481,500066083,2,-1,"[(116.28977532848899, 39.97281342524685)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
6482,500066094,2,-1,"[(116.34696877001133, 39.99941860977849)]",,,"清华东路东侧, 距离学院路和清华东路交叉口东南角50m以内"
6483,500066110,2,-1,"[(116.28977532848899, 39.97281342524685)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
6484,500066113,2,-1,"[(116.33105977818107, 40.02701599382999)]",,,"毛纺路东侧, 距离朱房路和毛纺路交叉口北角50m"
6485,500066118,2,-1,"[(116.3341029885178, 40.02627031147807)]",,,"朱房路东侧, 距离未知路名和朱房路交叉口东角250m"
6486,500066124,2,-1,"[(116.30045465382467, 39.975845734640224)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
6487,500066125,2,-1,"[(116.36056822522332, 39.96522929930296)]",,,"师大北路东侧, 距离未知路名和师大北路交叉口东南角300m"
6488,500066149,2,-1,"[(116.30166155305909, 39.98081341530374)]",,,"海淀大街东侧, 距离苏州街和海淀大街交叉口东角150m"
6489,500066160,2,-1,"[(116.37339053594366, 39.975128554489785)]",,,"北土城西路东侧, 距离花园东路和北土城西路交叉口东角800m"
6490,500066186,2,-1,"[(116.30549407546253, 39.97616673601245)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角150m"
6491,500066200,2,-1,"[(116.30064384910634, 39.97917526930435)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口北角150m"
6492,500066201,2,-1,"[(116.28903692020737, 39.97033464994437)]",,,"万柳中路东侧, 距离巴沟路和万柳中路交叉口南角300m"
6493,500066228,2,-1,"[(116.33319224212939, 40.02961475494843)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角650m"
6494,500066259,2,-1,"[(116.36142127741671, 40.00895633479205)]",,,"未知路名东侧, 距离科荟路和未知路名交叉口北角50m"
6495,500066272,2,-1,"[(116.33966856912906, 39.96426277435208)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
6496,500066294,2,-1,"[(116.39933826208895, 39.972823495867)]",,,"安定路东侧, 距离未知路名和安定路交叉口西南角250m"
6497,500066296,2,-1,"[(116.36993436098773, 39.96862788784312)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口北角50m以内"
6498,500066299,2,-1,"[(116.3329528616721, 39.96893495262128)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角250m"
6499,500066308,2,-1,"[(116.36337098357716, 39.987654729233725)]",,,"志新东路东侧, 距离北四环中路和志新东路交叉口北角150m"
6500,500066313,2,-1,"[(116.36422450404916, 39.972666701117454)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口北角650m"
6501,500066318,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
6502,500066358,2,-1,"[(116.33466936709219, 39.966061860079265)]",,,"北三环东侧, 距离未知路名和北三环交叉口西角600m"
6503,500066370,2,-1,"[(116.27607417000328, 40.013643690281995)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口西角100m"
6504,500066382,2,-1,"[(116.35778279746218, 39.965683144905995)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角150m"
6505,500066385,2,-1,"[(116.3445922586858, 40.02594743678989)]",,,"清河桥东侧, 距离未知路名和清河桥交叉口西北角150m"
6506,500066398,2,-1,"[(116.31033540684935, 39.977276785232064)]",,,"丹棱街东侧, 距离海淀中街和丹棱街交叉口东角450m"
6507,500066426,2,-1,"[(116.29091704506786, 40.02273950132173)]",,,"农大南路东侧, 距离厢黄旗路和农大南路交叉口东角300m"
6508,500066427,2,-1,"[(116.31218807491292, 40.01534036546657)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m"
6509,500066435,2,-1,"[(116.30232056410077, 39.97782237102968)]",,,"中关村地下环廊东侧, 距离未知路名和中关村地下环廊交叉口南角200m"
6510,500066440,2,-1,"[(116.36458193547982, 39.966104093739624)]",,,"未知路名东侧, 距离北三环和未知路名交叉口东角250m"
6511,500066442,2,-1,"[(116.30114388523036, 39.971771934029995)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
6512,500066458,2,-1,"[(116.33362800191284, 39.99523260779895)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角450m"
6513,500066465,2,-1,"[(116.30487723470993, 39.96152844035609)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东角50m"
6514,500066480,2,-1,"[(116.37626831162022, 39.96130222804582)]",,,"黄寺大街东侧, 距离德胜门外大街和黄寺大街交叉口东角200m"
6515,500066486,2,-1,"[(116.30335787341575, 39.98198035336208)]",,,"中关村地下环廊东侧, 距离未知路名和中关村地下环廊交叉口南角50m"
6516,500066491,2,-1,"[(116.33552812796115, 39.96071047917238)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口南角650m"
6517,500066501,2,-1,"[(116.3598692480064, 39.966120212924885)]",,,"北三环东侧, 距离北三环和北三环交叉口东角200m"
6518,500066511,2,-1,"[(116.30049370643444, 39.98274538585591)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口北角150m"
6519,500066516,2,-1,"[(116.36470013736125, 39.9788334377692)]",,,"花园东路东侧, 距离未知路名和花园东路交叉口北角300m"
6520,500066517,2,-1,"[(116.39032867033475, 39.96964419882175)]",,,"北辰路东侧, 距离未知路名和北辰路交叉口东北角100m"
6521,500066527,2,-1,"[(116.31747886199497, 39.964684709742166)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角150m"
6522,500066538,2,-1,"[(116.30316912143623, 39.97521096581647)]",,,"彩和坊路东侧, 距离丹棱街和彩和坊路交叉口南角300m"
6523,500066627,2,-1,"[(116.33130884303087, 40.02991537982024)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角800m"
6524,500066634,2,-1,"[(116.38174197267537, 39.97549772348673)]",,,"北辰路东侧, 距离未知路名和北辰路交叉口西南角550m"
6525,500066643,2,-1,"[(116.31111968541323, 39.9757494980103)]",,,"中关村大街东侧, 距离海淀南路和中关村大街交叉口北角100m"
6526,500066660,2,-1,"[(116.29525178201666, 39.97372329941292)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角350m"
6527,500066662,2,-1,"[(116.32312466340346, 40.02996535007503)]",,,"朱房路东侧, 距离清河中街和朱房路交叉口西北角50m"
6528,500066670,2,-1,"[(116.30035466004516, 39.97741584554718)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m以内"
6529,500066674,2,-1,"[(116.30396639305353, 39.98355919715492)]",,,"北四环西路辅路东侧, 距离未知路名和北四环西路辅路交叉口东南角50m"
6530,500066678,2,-1,"[(116.29843034189868, 39.96302974522075)]",,,"万柳东路东侧, 距离长春桥路和万柳东路交叉口北角450m"
6531,500066686,2,-1,"[(116.30085026657386, 39.97589549601809)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
6532,500066694,2,-1,"[(116.38805992731787, 39.96525506943031)]",,,"鼓楼外大街东侧, 距离安华桥和鼓楼外大街交叉口南角150m"
6533,500066710,2,-1,"[(116.29222807095685, 39.9957586519028)]",,,"颐和园路东侧, 距离万泉河路和颐和园路交叉口东角200m"
6534,500066715,2,-1,"[(116.33946828239412, 39.964918913053275)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
6535,500066746,2,-1,"[(116.34813926652568, 39.97707759113503)]",,,"学知桥东侧, 距离西土城路和学知桥交叉口北角450m"
6536,500066758,2,-1,"[(116.36301303858636, 39.975815668059795)]",,,"花园东路东侧, 距离花园东路和花园东路交叉口西南角100m"
6537,500066768,2,-1,"[(116.30141320721144, 39.97173422002682)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
6538,500066773,2,-1,"[(116.30444101012917, 39.97552429437936)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
6539,500066783,2,-1,"[(116.3395887346464, 39.96432291571211)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
6540,500066786,2,-1,"[(116.28977532848899, 39.97281342524685)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
6541,500066792,2,-1,"[(116.33804961776933, 40.02968894571587)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角250m"
6542,500066799,2,-1,"[(116.30419196594671, 40.01490743423099)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角450m"
6543,500066801,2,-1,"[(116.36061013760498, 40.02800652340869)]",,,"龙岗路东侧, 距离永泰庄东路和龙岗路交叉口南角50m以内"
6544,500066810,2,-1,"[(116.3982355818119, 39.9732103639566)]",,,"安贞路东侧, 距离北三环中路和安贞路交叉口北角600m"
6545,500066827,2,-1,"[(116.3270034816614, 39.992185291109095)]",,,"中关村东路东侧, 距离双清路和中关村东路交叉口南角150m"
6546,500066835,2,-1,"[(116.36423171103002, 39.971894294183215)]",,,"北太平庄路东侧, 距离未知路名和北太平庄路交叉口北角550m"
6547,500066838,2,-1,"[(116.3943384600487, 39.96697361215722)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角50m以内"
6548,500066863,2,-1,"[(116.31551239764786, 39.972289016948146)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口西角300m"
6549,500066881,2,-1,"[(116.28977036896126, 39.972814935787646)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
6550,500066888,2,-1,"[(116.34582110549071, 39.99942054785212)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角1000m"
6551,500066906,2,-1,"[(116.2639716974967, 40.025831285017155)]",,,"圆明园西路东侧, 距离永丰路和圆明园西路交叉口南角350m"
6552,500066908,2,-1,"[(116.2786902117235, 40.00679118362456)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西南角150m"
6553,500066930,2,-1,"[(116.30788243856627, 40.02750010200947)]",,,"未知路名东侧, 距离信息路和未知路名交叉口东角50m"
6554,500066950,2,-1,"[(116.30275013490144, 39.97412175702272)]",,,"海淀南路东侧, 距离苏州街和海淀南路交叉口东角200m"
6555,500066957,2,-1,"[(116.3359268484833, 39.96379961918648)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
6556,500066972,2,-1,"[(116.33867117518162, 39.960834712751584)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口北角400m"
6557,500066976,2,-1,"[(116.30117754803038, 39.971804312608654)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
6558,500066995,2,-1,"[(116.36277301715101, 39.97885585196005)]",,,"花园东路东侧, 距离龙翔路和花园东路交叉口南角150m"
6559,500066999,2,-1,"[(116.32871994463804, 39.989022144714276)]",,,"中关村东路东侧, 距离东升南路和中关村东路交叉口东北角300m"
6560,500067022,2,-1,"[(116.2643732508998, 40.007451934619446)]",,,"安河桥大街东侧, 距离黑山扈路和安河桥大街交叉口东角100m"
6561,500067024,2,-1,"[(116.30974945248906, 40.018677059848386)]",,,"信息路东侧, 距离未知路名和信息路交叉口北角200m"
6562,500067031,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
6563,500067035,2,-1,"[(116.37257555129992, 39.97155891063752)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口西角50m以内"
6564,500067076,2,-1,"[(116.37134280872007, 39.96740648976175)]",,,"未知路名东侧, 距离G6辅路和未知路名交叉口西角200m"
6565,500067082,2,-1,"[(116.33184797019838, 39.969614269734414)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角550m"
6566,500067083,2,-1,"[(116.32093096230369, 39.964538085125405)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
6567,500067098,2,-1,"[(116.33022140016227, 40.02928747005842)]",,,"清河中街东侧, 距离朱房路和清河中街交叉口东角550m"
6568,500067112,2,-1,"[(116.32460198456828, 39.96482557456116)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角150m"
6569,500067116,2,-1,"[(116.29537438657871, 39.9783042748586)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角150m"
6570,500067122,2,-1,"[(116.30212055159245, 39.981222587229645)]",,,"中关村地下环廊东侧, 距离未知路名和中关村地下环廊交叉口西角50m以内"
6571,500067128,2,-1,"[(116.32552140339075, 39.97762541918665)]",,,"中关村东路东侧, 距离中关村南路和中关村东路交叉口西南角200m"
6572,500067138,2,-1,"[(116.35429907149384, 39.96474830777416)]",,,"杏坛路东侧, 距离北三环中路和杏坛路交叉口南角150m"
6573,500067160,2,-1,"[(116.2999206063352, 39.971801818930416)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口南角250m"
6574,500067166,2,-1,"[(116.30035465736447, 39.976562489088465)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口南角100m"
6575,500067169,2,-1,"[(116.34751546322586, 40.029401845210195)]",,,"龙岗路东侧, 距离永泰中路和龙岗路交叉口西角350m"
6576,500067171,2,-1,"[(116.37374891343752, 39.976633809835604)]",,,"G6辅路东侧, 距离龙翔路和G6辅路交叉口南角450m"
6577,500067186,2,-1,"[(116.3329627568951, 39.96958490805517)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角350m"
6578,500067191,2,-1,"[(116.34185577557726, 40.02784611968281)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口南角200m"
6579,500067196,2,-1,"[(116.30112505299235, 39.96176512396719)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口南角300m"
6580,500067202,2,-1,"[(116.28127289087399, 40.02122347119988)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东角400m"
6581,500067225,2,-1,"[(116.36292235187702, 39.978643040390125)]",,,"花园东路东侧, 距离龙翔路和花园东路交叉口南角200m"
6582,500067240,2,-1,"[(116.29903886536239, 39.96510861845425)]",,,"万泉河路东侧, 距离万泉庄路和万泉河路交叉口西南角200m"
6583,500067243,2,-1,"[(116.30521444654866, 39.977967171010384)]",,,"海淀中街东侧, 距离未知路名和海淀中街交叉口南角50m"
6584,500067245,2,-1,"[(116.3993361142595, 39.98961281182236)]",,,"安立路东侧, 距离慧忠路和安立路交叉口西南角400m"
6585,500067249,2,-1,"[(116.39622200270442, 39.96659586119836)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角150m"
6586,500067250,2,-1,"[(116.30485727467203, 39.961548475688495)]",,,"北三环东侧, 距离西三环和北三环交叉口北角600m"
6587,500067252,2,-1,"[(116.30054436286659, 39.98191264150637)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角50m"
6588,500067262,2,-1,"[(116.3739288448238, 39.97566368458912)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西北角50m"
6589,500067276,2,-1,"[(116.27780962463623, 40.005748558257295)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西南角300m"
6590,500067277,2,-1,"[(116.30319886027202, 39.97679084884639)]",,,"彩和坊路东侧, 距离海淀南路和彩和坊路交叉口北角250m"
6591,500067281,2,-1,"[(116.3002845210628, 39.97965587684084)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口北角200m"
6592,500067282,2,-1,"[(116.32813070266522, 39.99369307244949)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东角50m"
6593,500067292,2,-1,"[(116.27872695125502, 40.017316908173115)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西北角100m"
6594,500067302,2,-1,"[(116.39714032841931, 39.98970842111967)]",,,"北辰东路东侧, 距离未知路名和北辰东路交叉口东北角50m"
6595,500067324,2,-1,"[(116.30603434693843, 39.97606789789788)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角150m"
6596,500067332,2,-1,"[(116.33362225749435, 39.961803982652796)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口南角450m"
6597,500067334,2,-1,"[(116.33601275579765, 39.9628204184892)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角700m"
6598,500067335,2,-1,"[(116.30386754836054, 39.97603968105194)]",,,"彩和坊路东侧, 距离海淀南路和彩和坊路交叉口东北角150m"
6599,500067349,2,-1,"[(116.29670273607684, 39.97104235405341)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口南角500m"
6600,500067350,2,-1,"[(116.32737533041431, 39.970855453725505)]",,,"中关村东路东侧, 距离双榆树北路和中关村东路交叉口南角100m"
6601,500067355,2,-1,"[(116.3182162394544, 39.972092999883806)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口西北角50m"
6602,500067382,2,-1,"[(116.39734472794501, 39.99743230392927)]",,,"慧忠北路东侧, 距离安立路和慧忠北路交叉口西角300m"
6603,500067383,2,-1,"[(116.36104435679134, 39.98954767383076)]",,,"志新东路东侧, 距离志新路和志新东路交叉口西南角250m"
